cell_type,gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
HSC,MEIS1,37.378345,0.10979651,8.785805871967238e-306,1.1021070382457303e-305,0.9445789998575296,1.0
HSC,ETV6,35.013706,0.21363956,1.3919306365980712e-268,1.7213924079903854e-268,0.9649522724034763,1.0
HSC,FBL,34.01559,0.053098623,1.3104279812232426e-253,1.6113152570537566e-253,0.971220971648383,0.5830888437523508
HSC,GTF3A,33.459286,0.012973327,1.886049548651816e-245,2.312010293816092e-245,0.9908818920074085,0.5713533438651922
HSC,SERPINB6,33.345314,0.022293594,8.517795087429203e-244,1.0434429188221752e-243,0.990976872298998,0.5886556834424133
HSC,MED12L,32.55723,0.35400715,1.6543005626853586e-232,2.0151799382367044e-232,0.9015054376216936,1.0
HSC,INPP4B,32.384922,0.26459917,4.475409850477746e-230,5.446919676946624e-230,0.9316616802013582,1.0
HSC,TBC1D5,32.297977,0.121314175,7.467285169430518e-229,9.083358219658751e-229,0.9024077503917937,1.0
HSC,ELMO1,31.42886,0.15908712,8.16495785275143e-217,9.882021415153781e-217,0.9792942964334901,1.0
HSC,LRRFIP1,30.566126,0.26799297,3.4527217641872384e-205,4.159830691571569e-205,0.9133304839245856,1.0
HSC,TAOK3,29.17559,0.21731363,3.957410222334569e-187,4.73717478051614e-187,0.9108609963432588,1.0
HSC,HBB,28.945196,0.25011787,3.2255642081139954e-184,3.8554954084523335e-184,0.9189818112741606,1.0
HSC,NRIP1,28.84701,0.1331223,5.523798374613656e-183,6.596437412587511e-183,0.9733105380633519,1.0
HSC,CHRM3,28.602428,0.27676103,6.267392235397195e-180,7.4765034334400805e-180,0.9078691171581896,1.0
HSC,CALN1,28.470188,0.25749743,2.741337124573707e-178,3.267604263448702e-178,0.9386427316331861,1.0
HSC,ANKRD28,27.975769,0.16337797,3.2039393386361235e-172,3.8089424549975566e-172,0.9603932184071805,1.0
HSC,PNN,26.83293,0.06343016,1.3345294566241039e-158,1.5749002311924352e-158,0.9865602887400864,0.6371022342586323
HSC,SH3BGRL,23.174,0.08671514,8.329795181242185e-119,9.6179903248577e-119,0.9118582894049485,0.6605732340329497
HSC,RERE,22.915524,0.07275736,3.253531866276952e-116,3.750922831255737e-116,0.9436766870874294,1.0
HSC,SSBP2,21.998905,0.06278675,2.950104103663353e-107,3.379285121221899e-107,0.9799591584746166,1.0
HSC,SF1,18.212269,0.075817026,4.1249485643979195e-74,4.629174554344862e-74,0.919456712732108,0.7507334687429474
HSC,ARID1B,18.082302,0.075168476,4.393503413955542e-73,4.927183732866798e-73,0.9627202355511232,1.0
HSC,HNRNPA1,17.898525,0.1679505,1.2108546693706057e-71,1.3568405035996142e-71,0.9712684617941777,1.0
HSC,GAPDH,17.883509,0.11927585,1.585373833113261e-71,1.7759614553221427e-71,0.9803390796409744,0.9572331302189122
HSC,NPM1,17.644104,0.11666451,1.129507687987164e-69,1.264350206238922e-69,0.9804815500783587,0.9476416158880614
HSC,TKT,17.435163,0.07218708,4.46281065052187e-68,4.986301824238434e-68,0.9035000237450729,0.7205296020461898
HSC,FOXP1,17.224897,0.08072303,1.727329617495702e-66,1.928273918589958e-66,0.9665669373604977,1.0
HSC,COX5A,16.79181,0.0004563437,2.801729056274896e-63,3.118778652530723e-63,0.9934463598803248,0.6393214473783194
HSC,ENO1,16.750872,0.07442072,5.580285310750008e-63,6.21022864079332e-63,0.997008120814931,0.8413826826149101
HSC,SET,16.504929,0.10375485,3.3813288880960554e-61,3.758166873035812e-61,0.9492330341454148,0.8095614233054992
HSC,APEX1,16.033632,0.057618458,7.4404097452647e-58,8.244716575520392e-58,0.9652847034240395,0.6311216429699842
HSC,HINT1,15.96057,0.15977548,2.4052469902679013e-57,2.66443499917187e-57,0.9394975542574916,1.0
HSC,EIF3L,15.496123,0.038009156,3.684653499326407e-54,4.0689605123930944e-54,0.9758275157904734,0.7606258933273151
HSC,RBMX,15.334147,0.03171751,4.521714597033245e-53,4.989354133719261e-53,0.9219736904592297,0.7347852253065523
HSC,HNRNPD,15.039073,0.00791955,4.0721513390682755e-51,4.484240918208139e-51,0.9043073562235836,0.7212442638982923
HSC,PABPC1,14.955901,0.12437659,1.4253860809617333e-50,1.5688643893188264e-50,0.989457187633566,1.0
HSC,LDHB,14.722947,0.10871703,4.59202491582773e-49,5.049015260521361e-49,0.9042598660777889,0.760738734672384
HSC,HSP90AB1,14.085867,0.047470495,4.6392756052102627e-45,5.082064303617633e-45,0.9809564515363062,1.0
HSC,PTMA,13.828548,0.080403894,1.7144415284096044e-43,1.8735209211365806e-43,0.9923540865270456,1.0
HSC,HNRNPC,13.755925,0.075820886,4.6923644662310795e-43,5.126826861213876e-43,0.9062544522011683,0.8238922741292409
HSC,ATP5MC2,13.353927,0.12633616,1.1236605297967587e-40,1.224064947605447e-40,0.9659020753193712,0.8885503648536824
HSC,ACTB,13.287317,0.053578317,2.7423618060900454e-40,2.985060412050082e-40,0.9949660445457568,0.9902204167607012
HSC,SRSF5,13.269511,0.05218433,3.478419844738395e-40,3.7855738906613955e-40,0.9604407085529753,0.8716241630933574
HSC,TALDO1,12.890612,0.0710103,5.083897090952757e-38,5.519161204586018e-38,0.996248278482215,0.754645302038667
HSC,EIF4B,12.870681,0.036984846,6.581928780955727e-38,7.144588396208097e-38,0.9899795792373083,0.8023771910027834
HSC,SRRM1,12.631759,0.019405374,1.4108945426643646e-36,1.5294799193639848e-36,0.912523151446075,0.717407658165952
HSC,SERP1,12.259225,0.022193985,1.4992737158066157e-34,1.6224585505767069e-34,0.9950610248373463,0.7682614910103062
HSC,EIF3H,11.751462,0.0452639,6.940718749762263e-32,7.488069154368657e-32,0.9287172911620839,0.807643120439329
HSC,EEF1B2,11.473068,0.10879989,1.8015686947736765e-30,1.9406228051534836e-30,0.9784394738091846,1.0
HSC,NAP1L1,11.351889,0.09981235,7.257790667118432e-30,7.812849165302237e-30,0.9278624685377784,1.0
HSC,HNRNPH1,11.286396,0.028403623,1.531893943934134e-29,1.6478689716666493e-29,0.9069193142422948,0.7452794703979538
HSC,HMGB1,11.217496,0.06815788,3.346119175499275e-29,3.597297570559708e-29,0.9893622073419766,0.9533212969231927
HSC,EIF3E,11.078406,0.074067675,1.5968960642935092e-28,1.7147232572222645e-28,0.969701286982951,0.8910704882268863
HSC,GABRA5,10.739587,0.3404216,6.634059427789737e-27,7.106625804567297e-27,0.9413021797976919,1.0
HSC,SARAF,10.723038,0.019450694,7.935318563691025e-27,8.49855838809176e-27,0.9056845704516313,0.738584217257203
HSC,SFPQ,10.6504345,0.012741963,1.7355296484914282e-26,1.8578327648984174e-26,0.9232084342498932,0.816632814263146
HSC,CELF2,10.636075,0.08185435,2.02480595491163e-26,2.1669798298321226e-26,0.9283373699957259,1.0
HSC,RACK1,10.593791,0.07113041,3.1842913870379835e-26,3.40686868804853e-26,0.9944911430878093,0.9906717821409765
HSC,MED13L,10.387512,0.106854595,2.826285423838185e-25,3.0184654668735597e-25,0.9107185259058745,1.0
HSC,MBNL1,10.347223,0.052817963,4.308005364517489e-25,4.598214924975721e-25,0.9764448876858052,1.0
HSC,ZFP36L2,10.151618,0.0599114,3.259156631244474e-24,3.4735697610810444e-24,0.9830935080970699,0.9479425261415783
HSC,HMGN2,8.730391,0.08952378,2.5379416682275543e-18,2.674398119327394e-18,0.9049722182647101,0.7412171819754758
HSC,NCL,8.574282,0.017044837,9.97073836703914e-18,1.049578980069372e-17,0.9965332193569835,0.8624464003610923
HSC,BTF3,8.381748,0.04033971,5.214732106169202e-17,5.4810162988246505e-17,0.9870826803438286,0.9696080643947943
HSC,JMJD1C,8.360948,0.042391587,6.221636820000502e-17,6.538194049506297e-17,0.9330388944294059,1.0
HSC,B2M,8.344076,0.030954164,7.177299456328201e-17,7.541601777217587e-17,0.9991926675214893,0.9958248702324531
HSC,PSME1,7.990999,0.023819692,1.3384919115766346e-15,1.4034045273965402e-15,0.9950135346915515,0.7452042428345745
HSC,NACA,7.9365706,0.042130288,2.0784807642457418e-15,2.1789003872159867e-15,0.996058317899036,0.9877379071691867
HSC,RBM39,7.917744,0.048971247,2.4185814127792355e-15,2.5346958124860446e-15,0.9328964239920217,1.0
HSC,PFN1,7.887325,0.085407406,3.0873341858465208e-15,3.234802876692348e-15,0.9989077266467208,0.8896035507409915
HSC,EEF1A1,7.8433256,0.037794903,4.387690971407605e-15,4.5970049916008436e-15,0.999240157667284,1.0
HSC,COX4I1,7.685542,0.033052955,1.5235046919180486e-14,1.594515503829483e-14,0.9901220496746925,0.9276686978108779
HSC,PPIA,7.4718986,0.037902378,7.904587667986981e-14,8.262470738636131e-14,0.9988127463551313,0.9434664861205145
HSC,HLA-B,7.2398024,0.035721853,4.493397710746588e-13,4.689769282384332e-13,0.9971980813981098,0.8253592116151358
HSC,UQCRH,7.198335,0.02675089,6.095212395402224e-13,6.360114276707031e-13,0.9963907489195992,0.8289325208756488
HSC,ACTG1,7.1176286,0.032813728,1.0979990411065598e-12,1.1450561428682697e-12,0.9974355321270836,0.9795757165425412
HSC,PLXDC2,6.9044285,0.004843983,5.040588199308561e-12,5.249630094248984e-12,0.9099586835731586,1.0
HSC,KLF6,6.341614,0.012767158,2.2737090521123139e-10,2.3594180431996504e-10,0.915515030631144,1.0
HSC,CD164,6.3349752,0.14490707,2.373793930255918e-10,2.4631339331555766e-10,0.9165123236928338,1.0
HSC,UBB,5.771844,0.013994305,7.84086945503147e-09,8.107042671235302e-09,0.9945861233793988,0.9460242232754081
HSC,FOXN3,5.4049635,0.016267104,6.482154846440973e-08,6.687248771952008e-08,0.9343211283658641,1.0
HSC,ARPC2,4.989366,0.0034453343,6.057781511177915e-07,6.236246555983385e-07,0.996818160231752,0.8298352516361995
HSC,EEF2,4.4461994,0.0021402857,8.740289715708266e-06,8.960946373112853e-06,0.9981003941682101,0.9700970435567592
HSC,CFL1,-2.8339846,0.00044648838,0.004597155880748008,0.00467019650040945,0.9982428646055943,0.9272173324306026
HSC,ARPC3,-5.8490396,0.014680368,4.944197935508922e-09,5.1146777381044964e-09,0.9966756897943677,0.8196795305800045
HSC,PRDM7,-9.859235,0.23090953,6.252413764945765e-23,6.646852932948357e-23,0.9394500641116968,1.0
HSC,OR4C13,-12.884056,0.38945428,5.53482858827454e-38,6.008338005730177e-38,0.9391651232369284,1.0
HSC,SLC35F1,-68.07518,0.18720251,0.0,0.0,0.9053521394310681,1.0
HSC,FBXO16,-88.99688,0.4217895,0.0,0.0,0.9502303272071045,1.0
HSC,OR5K4,-93.64792,0.38700408,0.0,0.0,0.9398299852780548,1.0
HSC,PROP1,-93.75491,0.38816744,0.0,0.0,0.9395450444032863,1.0
HSC,HS3ST4,-93.77275,0.38836533,0.0,0.0,0.9394975542574916,1.0
HSC,DMRTC2,-93.80841,0.38873568,0.0,0.0,0.9394025739659021,1.0
HSC,SERPINA9,-93.80841,0.38874573,0.0,0.0,0.9394025739659021,1.0
HSC,OR2Y1,-93.82625,0.388919,0.0,0.0,0.9393550838201074,1.0
HSC,MAGEB3,-93.82625,0.38892433,0.0,0.0,0.9393550838201074,1.0
HSC,TNP2,-93.84408,0.3890969,0.0,0.0,0.9393075936743126,1.0
HSC,OTX2,-93.86191,0.3892513,0.0,0.0,0.9392601035285179,1.0
HSC,SNCB,-93.86191,0.38925466,0.0,0.0,0.9392601035285179,1.0
HSC,CCDC105,-93.86191,0.421033,0.0,0.0,0.9236833357078407,1.0
HSC,OR10J5,-93.86191,0.38925824,0.0,0.0,0.9392601035285179,1.0
HSC,OR4Q3,-93.86191,0.3892495,0.0,0.0,0.9392601035285179,1.0
HSC,IRGC,-93.86191,0.3892476,0.0,0.0,0.9392601035285179,1.0
HSC,NRXN3,-146.60904,0.15525807,0.0,0.0,0.9567839673267797,1.0
HSC,METTL13,-179.86856,0.37745294,0.0,0.0,0.9420620221304079,1.0
HSC,ZZZ3,-180.06471,0.37969276,0.0,0.0,0.9415396305266657,1.0
HSC,UTP14C,-180.45703,0.38418707,0.0,0.0,0.9404948473191813,1.0
HSC,FADS6,-180.5997,0.32879955,0.0,0.0,0.9398299852780548,1.0
